"_case_","_event_","min_completion_time"
"FZFE","CODE OK","2015/11/21 06:24:06.000"
"FZHD","CODE OK","2015/04/07 06:04:20.000"
"FZND","CODE OK","2015/08/02 06:30:29.000"
"FZYD","CODE OK","2015/10/29 05:18:12.000"
"GAFE","CODE OK","2015/12/17 07:13:56.000"
"GAKD","CODE OK","2015/06/11 06:08:03.000"
"GAMD","CODE OK","2015/10/05 15:40:38.000"
"GAZC","CODE OK","2016/01/12 06:33:54.000"
"GBAE","CODE OK","2015/11/08 06:34:47.000"
"GBDE","CODE OK","2015/12/02 11:43:22.000"
"GBGE","CODE OK","2015/11/10 05:14:17.000"
"GBLD","CODE OK","2015/07/06 05:43:57.000"
"GBND","CODE OK","2015/05/04 05:58:33.000"
"GCBD","CODE OK","2015/02/20 06:14:57.000"
"GCCE","CODE OK","2015/07/26 05:43:00.000"
"GCED","CODE OK","2015/05/03 06:12:47.000"
"GCID","CODE OK","2015/06/21 05:59:43.000"
"GCJD","CODE OK","2015/07/18 06:19:04.000"
"GCKE","CODE OK","2016/01/06 06:41:44.000"
"GCWD","CODE OK","2015/10/02 06:24:45.000"
"GCYD","CODE OK","2015/08/28 06:29:07.000"
"GDFD","CODE OK","2015/05/05 06:11:57.000"
"GDHD","CODE OK","2015/05/19 05:58:38.000"
"GDKD","CODE OK","2015/06/29 06:35:40.000"
"GDLD","CODE OK","2015/07/07 06:03:55.000"
"GDOD","CODE OK","2015/08/11 06:54:52.000"
"GDQD","CODE OK","2015/08/01 07:00:13.000"
"GEDD","CODE OK","2015/02/16 06:12:53.000"
"GEGD","CODE OK","2015/06/11 05:53:05.000"
"GEIE","CODE OK","2015/12/13 10:26:02.000"
"GEPD","CODE OK","2015/07/24 05:44:50.000"
"GERD","CODE OK","2015/09/05 07:09:09.000"
"GFDD","CODE OK","2015/01/20 06:13:29.000"
"GFDE","CODE OK","2015/09/09 06:22:30.000"
"GFLD","CODE OK","2015/05/12 12:08:27.000"
"GFRD","CODE OK","2015/09/03 07:02:19.000"
"GFVD","CODE OK","2015/10/05 06:21:22.000"
"GGBE","CODE OK","2015/12/09 07:19:04.000"
"GGDD","CODE OK","2015/05/13 05:54:18.000"
"GGEE","CODE OK","2015/10/05 08:13:40.000"
"GGGD","CODE OK","2015/06/04 06:06:06.000"
"GGJE","CODE OK","2015/11/25 10:20:25.000"
"GGPD","CODE OK","2015/07/27 05:59:07.000"
"GGRD","CODE OK","2015/09/04 06:54:17.000"
"GGTD","CODE OK","2015/06/16 06:11:24.000"
"GHAE","CODE OK","2015/11/03 06:26:35.000"
"GHDD","CODE OK","2015/01/25 06:24:28.000"
"GHDE","CODE OK","2015/11/07 06:29:18.000"
"GHPD","CODE OK","2015/08/15 06:47:32.000"
"GHRD","CODE OK","2015/07/24 06:28:35.000"
"GHTD","CODE OK","2015/09/19 20:56:00.000"
"GICE","CODE OK","2015/11/21 07:24:12.000"
"GIDD","CODE OK","2015/05/10 05:56:48.000"
"GIPD","CODE OK","2015/07/18 06:33:47.000"
"GJCD","CODE OK","2015/05/13 05:43:10.000"
"GJHD","CODE OK","2015/06/11 05:53:07.000"
"GJHE","CODE OK","2015/12/10 06:32:23.000"
"GJNE","CODE OK","2015/12/23 06:38:06.000"
"GJOD","CODE OK","2015/05/05 05:47:05.000"
"GJXD","CODE OK","2015/07/19 09:50:22.000"
"GKED","CODE OK","2015/04/23 05:46:38.000"
"GKID","CODE OK","2015/06/10 05:58:25.000"
"GKJD","CODE OK","2015/06/08 06:30:34.000"
"GKME","CODE OK","2015/12/29 06:26:11.000"
"GKSD","CODE OK","2015/11/13 06:16:17.000"
"GKWD","CODE OK","2015/08/19 07:38:13.000"
"GKYC","CODE OK","2016/01/07 06:06:54.000"
"GKYD","CODE OK","2015/08/06 06:40:12.000"
"GLFE","CODE OK","2015/09/11 07:21:36.000"
"GLLD","CODE OK","2015/06/06 12:09:35.000"
"GLQD","CODE OK","2015/05/25 06:30:51.000"
"GMDD","CODE OK","2015/05/20 05:45:44.000"
"GMLD","CODE OK","2015/07/18 05:47:31.000"
"GMND","CODE OK","2015/06/01 11:06:35.000"
"GMRD","CODE OK","2015/09/16 06:09:09.000"
"GNAE","CODE OK","2015/08/18 06:02:26.000"
"GNDD","CODE OK","2015/05/12 05:42:59.000"
"GNGD","CODE OK","2015/02/06 06:07:21.000"
"GNPD","CODE OK","2015/09/23 07:27:42.000"
"GOAD","CODE OK","2015/03/19 05:45:13.000"
"GOAE","CODE OK","2015/10/09 08:31:56.000"
"GOEE","CODE OK","2015/11/12 06:19:59.000"
"GOID","CODE OK","2015/05/25 06:37:29.000"
"GOSD","CODE OK","2015/08/07 06:02:01.000"
"GOUD","CODE OK","2015/10/05 06:03:15.000"
"GOWD","CODE OK","2015/08/11 05:43:41.000"
"GOYD","CODE OK","2015/09/27 08:13:46.000"
"GPLD","CODE OK","2015/05/08 05:52:08.000"
"GPTD","CODE OK","2015/09/23 07:18:34.000"
"GQBD","CODE OK","2015/04/06 06:54:23.000"
"GQCE","CODE OK","2015/10/29 05:15:49.000"
"GQHE","CODE OK","2015/09/28 13:50:21.000"
"GQKD","CODE OK","2015/05/01 05:47:32.000"
"GQMD","CODE OK","2015/08/04 06:12:17.000"
"GQNE","CODE OK","2015/11/29 06:27:46.000"
"GQZD","CODE OK","2015/07/21 06:23:36.000"
"GRFD","CODE OK","2015/04/01 17:12:32.000"
"GROD","CODE OK","2015/05/11 05:57:41.000"
"GRQD","CODE OK","2015/08/24 07:24:02.000"
"GRZD","CODE OK","2015/10/30 07:19:10.000"
"GSBD","CODE OK","2015/04/09 05:40:40.000"
"GSED","CODE OK","2015/03/21 06:05:31.000"
"GSEE","CODE OK","2015/12/19 06:38:57.000"
"GSID","CODE OK","2015/06/11 06:15:10.000"
"GSJD","CODE OK","2015/08/06 06:24:21.000"
"GSME","CODE OK","2015/11/21 06:29:32.000"
"GSSD","CODE OK","2015/09/21 06:04:12.000"
"GSYD","CODE OK","2015/10/12 07:23:45.000"
"GTBE","CODE OK","2015/10/16 07:34:54.000"
"GTDD","CODE OK","2015/06/02 05:57:53.000"
"GTGD","CODE OK","2015/03/09 06:21:59.000"
"GTRD","CODE OK","2015/09/05 07:56:04.000"
"GTVD","CODE OK","2015/09/11 06:53:52.000"
"GUBE","CODE OK","2015/10/14 07:50:46.000"
"GUED","CODE OK","2015/04/24 06:05:29.000"
"GUSD","CODE OK","2015/09/10 05:45:55.000"
"GUUD","CODE OK","2015/10/03 08:18:43.000"
"GUWD","CODE OK","2015/08/04 06:13:20.000"
"GUYD","CODE OK","2015/09/27 17:03:53.000"
"GVFE","CODE OK","2015/09/29 08:17:26.000"
"GVID","CODE OK","2015/05/25 05:49:33.000"
"GVJD","CODE OK","2015/06/09 06:20:21.000"
"GVMD","CODE OK","2015/08/22 06:10:18.000"
"GWBD","CODE OK","2015/05/28 05:38:48.000"
"GWKE","CODE OK","2015/11/10 07:21:39.000"
"GWMD","CODE OK","2015/07/30 05:51:28.000"
"GWZC","CODE OK","2015/01/21 05:53:23.000"
"GXBE","CODE OK","2015/11/28 06:38:25.000"
"GXED","CODE OK","2015/03/14 05:50:31.000"
"GXJD","CODE OK","2015/04/22 06:10:52.000"
"GXSD","CODE OK","2015/08/02 11:16:58.000"
"GXWD","CODE OK","2015/11/10 06:43:37.000"
"GXYD","CODE OK","2015/10/31 05:49:33.000"
"GYEE","CODE OK","2015/11/12 10:17:18.000"
"GYIE","CODE OK","2015/09/19 06:13:05.000"
"GYKD","CODE OK","2015/06/12 05:49:03.000"
"GYOD","CODE OK","2015/07/25 06:45:57.000"
"GYQD","CODE OK","2015/08/14 09:53:36.000"
"GYXD","CODE OK","2015/10/29 05:22:08.000"
"GYZC","CODE OK","2016/01/02 06:25:57.000"
"GZFD","CODE OK","2015/05/12 06:01:32.000"
"GZFE","CODE OK","2015/11/16 09:59:24.000"
"GZHD","CODE OK","2015/05/12 05:41:10.000"
"GZMD","CODE OK","2015/08/31 06:00:31.000"
"GZOD","CODE OK","2015/07/16 06:03:17.000"
"GZQD","CODE OK","2015/09/08 06:00:35.000"
"HABD","CODE OK","2015/05/01 05:50:20.000"
"HAND","CODE OK","2015/08/07 07:34:51.000"
"HAQD","CODE OK","2015/06/12 05:53:56.000"
"HAVD","CODE OK","2015/10/06 07:09:50.000"
"HBBE","CODE OK","2015/11/16 06:34:06.000"
"HBEE","CODE OK","2015/08/10 07:01:48.000"
"HBJE","CODE OK","2015/12/20 06:26:17.000"
"HBQD","CODE OK","2015/09/18 19:47:44.000"
"HBYD","CODE OK","2015/10/14 07:16:58.000"
"HCCE","CODE OK","2015/09/18 12:23:47.000"
"HCKE","CODE OK","2015/11/08 11:26:05.000"
"HCLD","CODE OK","2015/08/31 10:55:00.000"
"HCLE","CODE OK","2015/10/23 07:53:20.000"
"HDAD","CODE OK","2015/04/14 05:47:07.000"
"HDDE","CODE OK","2015/12/28 06:03:43.000"
"HDHD","CODE OK","2015/06/13 05:51:03.000"
"HDID","CODE OK","2015/05/22 05:55:31.000"
"HDKE","CODE OK","2015/11/04 05:10:02.000"
"HDME","CODE OK","2015/12/28 06:18:03.000"
"HEAE","CODE OK","2015/12/04 06:16:46.000"
"HEBD","CODE OK","2015/04/27 06:13:11.000"
"HEED","CODE OK","2015/04/26 06:01:37.000"
"HEFE","CODE OK","2015/11/08 06:04:56.000"
"HEHE","CODE OK","2015/09/05 06:02:04.000"
"HEIE","CODE OK","2015/11/17 06:23:00.000"
"HEJD","CODE OK","2015/03/07 15:55:53.000"
"HEQD","CODE OK","2015/09/22 07:23:21.000"
"HEYD","CODE OK","2015/10/17 14:28:39.000"
"HFCE","CODE OK","2015/11/15 06:47:03.000"
"HFKE","CODE OK","2015/12/11 06:34:13.000"
"HFND","CODE OK","2015/05/27 06:11:16.000"
"HGAE","CODE OK","2015/10/31 05:57:00.000"
"HGED","CODE OK","2015/05/25 05:55:42.000"
"HGJD","CODE OK","2015/06/04 05:51:36.000"
"HGQD","CODE OK","2015/06/26 20:37:25.000"
"HGTD","CODE OK","2015/06/27 06:14:25.000"
"HGVD","CODE OK","2015/06/23 06:00:56.000"
"HHBD","CODE OK","2015/05/08 06:16:25.000"
"HHED","CODE OK","2015/05/23 05:47:22.000"
"HHJD","CODE OK","2015/06/26 05:49:00.000"
"HHND","CODE OK","2015/08/04 05:45:07.000"
"HHTD","CODE OK","2015/10/26 19:56:08.000"
"HHYD","CODE OK","2015/08/01 06:31:11.000"
"HICE","CODE OK","2015/12/26 06:33:17.000"
"HIDD","CODE OK","2015/04/18 05:51:46.000"
"HIFD","CODE OK","2015/05/09 06:15:19.000"
"HIKD","CODE OK","2015/07/04 07:18:53.000"
"HIMD","CODE OK","2015/07/23 07:02:22.000"
"HIOD","CODE OK","2015/08/13 07:10:15.000"
"HISD","CODE OK","2015/06/18 06:04:43.000"
"HIUD","CODE OK","2015/06/25 05:42:37.000"
"HIZC","CODE OK","2015/01/14 06:07:19.000"
"HIZD","CODE OK","2015/11/30 07:23:00.000"
"HJCD","CODE OK","2015/04/18 06:02:05.000"
"HJCE","CODE OK","2015/11/24 07:08:31.000"
"HJRD","CODE OK","2015/09/05 09:49:07.000"
"HJZC","CODE OK","2015/04/16 07:13:00.000"
"HKDD","CODE OK","2015/05/23 06:21:02.000"
"HKID","CODE OK","2015/06/01 05:46:18.000"
"HKJE","CODE OK","2015/11/10 06:10:28.000"
"HKOD","CODE OK","2015/08/13 06:22:22.000"
"HKPD","CODE OK","2015/05/19 05:57:25.000"
"HKXD","CODE OK","2015/08/10 07:10:14.000"
"HKZD","CODE OK","2015/11/02 11:42:45.000"
"HLCE","CODE OK","2015/10/20 07:39:43.000"
"HLDD","CODE OK","2015/05/20 06:03:19.000"
"HLHD","CODE OK","2015/06/12 06:39:33.000"
"HLID","CODE OK","2015/06/12 06:04:37.000"
"HLWD","CODE OK","2015/10/10 09:34:05.000"
"HLXD","CODE OK","2015/10/15 21:05:48.000"
"HLZD","CODE OK","2015/12/01 06:35:30.000"
"HMJE","CODE OK","2015/10/20 08:14:47.000"
"HMQD","CODE OK","2015/08/12 07:35:59.000"
"HMVD","CODE OK","2015/10/04 06:50:24.000"
"HMYD","CODE OK","2015/10/26 07:33:56.000"
"HNQD","CODE OK","2015/09/01 06:05:12.000"
"HNYD","CODE OK","2015/09/23 08:13:36.000"
"HOAE","CODE OK","2015/10/08 08:24:46.000"
"HOEE","CODE OK","2015/08/17 05:46:42.000"
"HOHD","CODE OK","2015/06/20 06:19:45.000"
"HOID","CODE OK","2015/06/20 15:08:36.000"
"HOWD","CODE OK","2015/08/12 06:51:49.000"
"HOZC","CODE OK","2015/03/06 06:24:48.000"
"HPFE","CODE OK","2015/11/26 06:04:50.000"
"HPGE","CODE OK","2015/12/06 06:05:26.000"
"HPIE","CODE OK","2015/11/13 06:12:12.000"
"HPND","CODE OK","2015/05/16 05:46:59.000"
"HPTD","CODE OK","2015/09/24 05:55:40.000"
"HPYC","CODE OK","2015/04/11 07:17:14.000"
"HQFD","CODE OK","2015/06/05 05:42:20.000"
"HQGD","CODE OK","2015/07/02 05:48:46.000"
"HQKD","CODE OK","2015/06/08 05:57:39.000"
"HQMD","CODE OK","2015/06/24 05:48:10.000"
"HQOD","CODE OK","2015/08/11 06:07:06.000"
"HQPD","CODE OK","2015/07/20 05:59:45.000"
"HQRD","CODE OK","2015/05/17 06:07:33.000"
"HQSD","CODE OK","2015/09/01 06:06:29.000"
"HQZD","CODE OK","2015/08/01 06:21:07.000"
"HRBE","CODE OK","2015/12/02 06:38:37.000"
"HRED","CODE OK","2015/05/30 05:53:31.000"
"HREE","CODE OK","2015/10/29 06:38:33.000"
"HRJD","CODE OK","2015/07/15 05:44:51.000"
"HRND","CODE OK","2015/08/13 06:58:10.000"
"HRVD","CODE OK","2015/09/07 06:53:25.000"
"HRYD","CODE OK","2015/10/13 14:28:53.000"
"HSAD","CODE OK","2015/05/03 06:09:00.000"
"HSAE","CODE OK","2015/07/23 05:47:00.000"
"HSDD","CODE OK","2015/04/07 06:44:32.000"
"HSDE","CODE OK","2015/11/04 06:37:03.000"
"HSFD","CODE OK","2015/05/03 05:57:55.000"
"HSGD","CODE OK","2015/02/12 06:12:40.000"
"HSGE","CODE OK","2015/12/27 06:22:34.000"
"HSID","CODE OK","2015/05/31 06:35:19.000"
"HSPD","CODE OK","2015/08/19 05:53:57.000"
"HSWD","CODE OK","2015/10/08 06:22:21.000"
"HSXD","CODE OK","2015/10/17 14:27:06.000"
"HSZD","CODE OK","2015/08/19 06:08:07.000"
"HTDE","CODE OK","2015/11/11 06:13:03.000"
"HTME","CODE OK","2015/11/29 06:07:37.000"
"HTQD","CODE OK","2015/06/10 05:55:45.000"
"HTVD","CODE OK","2015/09/05 06:51:56.000"
"HUBD","CODE OK","2015/07/19 05:48:58.000"
"HUCE","CODE OK","2015/11/03 06:54:11.000"
"HUKE","CODE OK","2015/11/07 06:15:03.000"
"HULE","CODE OK","2015/12/05 06:14:05.000"
"HUQD","CODE OK","2015/10/02 08:06:59.000"
"HUTD","CODE OK","2015/10/27 05:17:32.000"
"HUVD","CODE OK","2015/11/06 07:46:46.000"
"HUYD","CODE OK","2015/08/12 06:38:16.000"
"HVBD","CODE OK","2015/05/01 05:59:08.000"
"HVJD","CODE OK","2015/06/20 06:37:40.000"
"HVQD","CODE OK","2015/07/15 05:51:34.000"
"HVVD","CODE OK","2015/10/27 07:29:05.000"
"HVYD","CODE OK","2015/10/04 08:11:56.000"
"HWDD","CODE OK","2015/05/09 05:55:48.000"
"HWFE","CODE OK","2015/11/17 06:17:34.000"
"HWGD","CODE OK","2015/05/13 05:48:53.000"
"HWKE","CODE OK","2015/10/12 09:17:02.000"
"HWMD","CODE OK","2015/06/26 06:25:21.000"
"HWPD","CODE OK","2015/06/03 05:43:07.000"
"HWSD","CODE OK","2015/10/15 13:10:27.000"
"HWZD","CODE OK","2015/10/23 16:51:43.000"
"HXBE","CODE OK","2015/11/16 06:27:16.000"
"HXDD","CODE OK","2015/04/27 06:12:52.000"
"HXFD","CODE OK","2015/02/10 06:06:49.000"
"HXHD","CODE OK","2015/06/20 06:24:49.000"
"HXOD","CODE OK","2015/07/15 05:58:41.000"
"HXWD","CODE OK","2015/10/20 14:25:10.000"
"HXXD","CODE OK","2015/08/28 07:49:03.000"
"HYCE","CODE OK","2015/11/22 06:26:02.000"
"HYFD","CODE OK","2015/06/02 06:51:48.000"
"HYGD","CODE OK","2015/06/28 06:05:01.000"
"HYID","CODE OK","2015/05/30 06:11:04.000"
"HYKE","CODE OK","2015/12/18 07:50:07.000"
"HYOD","CODE OK","2015/07/06 06:13:53.000"
"HYPD","CODE OK","2015/05/10 06:04:46.000"
"HYWD","CODE OK","2015/09/17 14:25:22.000"
"HYXD","CODE OK","2015/09/20 16:50:14.000"
"HZLE","CODE OK","2015/12/05 06:02:51.000"
"HZMD","CODE OK","2015/08/23 06:00:41.000"
"HZUD","CODE OK","2015/09/09 08:16:36.000"
"IACD","CODE OK","2015/03/13 06:03:21.000"
"IAFD","CODE OK","2015/04/21 06:01:14.000"
"IAGD","CODE OK","2015/05/08 06:04:17.000"
"IALD","CODE OK","2015/07/15 06:10:40.000"
"IAOD","CODE OK","2015/08/10 06:41:54.000"
"IAYD","CODE OK","2015/10/22 11:48:13.000"
"IBGD","CODE OK","2015/06/06 06:05:32.000"
"IBGE","CODE OK","2015/12/01 06:46:22.000"
"IBID","CODE OK","2015/05/18 06:33:00.000"
"IBYD","CODE OK","2015/09/22 17:03:28.000"
"ICDE","CODE OK","2015/10/27 13:05:02.000"
"ICID","CODE OK","2015/06/12 06:50:22.000"
"ICYD","CODE OK","2015/06/24 14:39:20.000"
"IDAD","CODE OK","2015/03/24 05:48:23.000"
"IDED","CODE OK","2015/05/18 06:21:44.000"
"IDKE","CODE OK","2015/12/19 07:15:20.000"
"IDRD","CODE OK","2015/09/29 05:47:56.000"
"IDUD","CODE OK","2015/10/22 08:12:57.000"
"IEGD","CODE OK","2015/06/08 06:06:34.000"
"IEKE","CODE OK","2015/11/01 07:16:36.000"
"IELD","CODE OK","2015/06/21 06:22:18.000"
"IEOD","CODE OK","2015/07/13 06:20:13.000"
"IFDE","CODE OK","2015/11/06 06:31:47.000"
"IFHD","CODE OK","2015/06/14 05:53:03.000"
"IFLD","CODE OK","2015/06/03 06:33:07.000"
"IFND","CODE OK","2015/07/26 05:50:26.000"
"IFQD","CODE OK","2015/08/02 07:09:01.000"
"IGAE","CODE OK","2015/11/03 08:08:23.000"
"IGEE","CODE OK","2015/11/17 06:34:41.000"
"IGFD","CODE OK","2015/07/03 06:37:21.000"
"IGLD","CODE OK","2015/08/11 06:24:53.000"
"IHFD","CODE OK","2015/05/25 06:25:10.000"
"IHLE","CODE OK","2015/12/01 06:19:20.000"
"IHND","CODE OK","2015/07/06 06:25:42.000"
"IHRD","CODE OK","2015/06/20 06:22:10.000"
"IIDD","CODE OK","2015/05/18 05:51:46.000"
"IIDE","CODE OK","2015/10/30 06:51:00.000"
"IIIE","CODE OK","2015/10/16 16:21:45.000"
"IIKD","CODE OK","2015/06/03 06:01:28.000"
"IIPD","CODE OK","2015/07/28 05:47:49.000"
"IIVD","CODE OK","2015/07/15 05:45:05.000"
"IIZD","CODE OK","2015/12/01 11:46:06.000"
"IJDD","CODE OK","2015/06/08 06:07:11.000"
"IJDE","CODE OK","2015/11/01 06:27:15.000"
"IJID","CODE OK","2015/07/20 05:54:02.000"
"IJIE","CODE OK","2015/11/23 11:04:50.000"
"IJPD","CODE OK","2015/08/09 06:25:27.000"
"IKAD","CODE OK","2015/04/22 06:12:52.000"
"IKED","CODE OK","2015/04/26 06:04:27.000"
"IKGE","CODE OK","2015/10/16 07:14:37.000"
"IKJD","CODE OK","2015/06/03 06:29:48.000"
"IKKD","CODE OK","2015/08/07 05:55:31.000"
"IKMD","CODE OK","2015/06/28 05:57:10.000"
"IKOE","CODE OK","2015/12/23 06:13:17.000"
"IKZD","CODE OK","2015/11/26 11:42:48.000"
"ILBD","CODE OK","2015/04/12 06:40:21.000"
"ILDE","CODE OK","2015/11/19 07:20:11.000"
"ILID","CODE OK","2015/05/31 08:55:23.000"
"IMBE","CODE OK","2015/10/30 07:18:32.000"
"IMCD","CODE OK","2015/05/08 05:50:42.000"
"IMCE","CODE OK","2015/09/06 07:10:36.000"
"IMFE","CODE OK","2015/11/08 06:18:15.000"
"IMGD","CODE OK","2015/06/10 06:12:59.000"
"IMLD","CODE OK","2015/06/28 06:38:57.000"
"IMOD","CODE OK","2015/08/05 06:38:24.000"
"INBD","CODE OK","2015/01/16 05:59:15.000"
"INFD","CODE OK","2015/05/29 06:05:17.000"
"INGD","CODE OK","2015/02/11 06:30:50.000"
"INHE","CODE OK","2015/12/07 06:25:53.000"
"INOD","CODE OK","2015/07/12 05:48:26.000"
"INTD","CODE OK","2015/12/30 06:31:57.000"
"IOAE","CODE OK","2015/10/18 07:20:27.000"
"IOHD","CODE OK","2015/06/13 06:18:32.000"
"IOMD","CODE OK","2015/06/23 06:17:54.000"
"IOND","CODE OK","2015/07/12 06:18:55.000"
"IOUD","CODE OK","2015/08/27 07:22:12.000"
"IOZC","CODE OK","2015/03/23 05:50:48.000"
"IPCD","CODE OK","2016/01/03 06:16:21.000"
"IPFD","CODE OK","2015/04/17 05:47:30.000"
"IPJE","CODE OK","2015/12/02 06:06:20.000"
"IPLD","CODE OK","2015/06/20 06:03:09.000"
"IPOD","CODE OK","2015/05/23 05:45:46.000"
"IPTD","CODE OK","2015/09/15 06:13:51.000"
"IPYD","CODE OK","2015/09/18 06:43:49.000"
"IQKD","CODE OK","2015/06/19 09:33:04.000"
"IQPD","CODE OK","2015/05/26 05:49:27.000"
"IQSD","CODE OK","2015/09/20 06:19:39.000"
"IQWD","CODE OK","2015/10/17 12:35:34.000"
"IRFE","CODE OK","2015/11/17 06:19:43.000"
"IRGD","CODE OK","2015/02/20 06:16:26.000"
"IRLD","CODE OK","2015/06/21 06:32:28.000"
"IRND","CODE OK","2015/09/05 07:17:49.000"
"IRRD","CODE OK","2015/09/14 06:08:19.000"
"ISAD","CODE OK","2015/05/03 05:51:09.000"
"ISAE","CODE OK","2015/11/05 08:37:39.000"
"ISED","CODE OK","2015/03/08 19:22:10.000"
"ISJD","CODE OK","2015/08/24 05:58:53.000"
"ISMD","CODE OK","2015/03/31 05:43:42.000"
"ITDE","CODE OK","2015/10/24 09:50:11.000"
"ITFD","CODE OK","2015/06/19 05:50:24.000"
"ITGD","CODE OK","2015/04/18 06:00:14.000"
"ITKE","CODE OK","2015/11/07 07:40:02.000"
"ITTD","CODE OK","2015/09/19 06:32:21.000"
"IUBD","CODE OK","2015/07/12 05:47:05.000"
"IUCD","CODE OK","2015/04/16 05:45:21.000"
"IUDE","CODE OK","2015/12/01 06:27:00.000"
"IULD","CODE OK","2015/07/13 06:41:24.000"
"IUTD","CODE OK","2015/09/25 06:12:00.000"
"IVID","CODE OK","2015/06/27 06:40:00.000"
"IVLD","CODE OK","2015/05/28 06:04:43.000"
"IVYD","CODE OK","2015/10/30 07:06:11.000"
"IWJD","CODE OK","2015/06/02 05:48:26.000"
"IWSD","CODE OK","2015/07/29 06:04:56.000"
"IWVD","CODE OK","2015/10/02 06:15:12.000"
"IWWD","CODE OK","2015/11/01 06:14:27.000"
"IWZD","CODE OK","2015/12/01 06:14:58.000"
"IXBE","CODE OK","2015/12/12 11:01:40.000"
"IXCE","CODE OK","2015/10/22 12:24:48.000"
"IXKD","CODE OK","2015/08/04 06:09:27.000"
"IXUD","CODE OK","2015/10/04 08:08:02.000"
"IXZC","CODE OK","2015/11/15 06:41:42.000"
"IYDE","CODE OK","2015/10/25 06:46:41.000"
"IYKD","CODE OK","2015/06/13 05:58:19.000"
"IYVD","CODE OK","2015/09/30 08:18:29.000"
"IZDD","CODE OK","2015/04/16 06:18:46.000"
"IZIE","CODE OK","2015/11/05 08:42:54.000"
"IZPD","CODE OK","2015/08/22 06:37:29.000"
"IZWD","CODE OK","2015/09/26 19:52:55.000"
"IZZC","CODE OK","2015/04/23 05:58:47.000"
"JADD","CODE OK","2015/04/11 06:05:40.000"
"JAID","CODE OK","2015/05/18 05:53:23.000"
"JAMD","CODE OK","2015/05/22 08:58:54.000"
"JAVD","CODE OK","2015/08/28 05:56:46.000"
"JAWD","CODE OK","2015/09/29 06:26:20.000"
"JBBE","CODE OK","2015/11/11 06:30:53.000"
"JBDE","CODE OK","2015/12/05 11:48:24.000"
"JBID","CODE OK","2015/11/23 06:32:41.000"
"JBKE","CODE OK","2015/11/02 07:00:43.000"
"JBWD","CODE OK","2015/06/10 05:59:51.000"
"JCGE","CODE OK","2015/11/30 06:15:05.000"
"JCJD","CODE OK","2015/06/28 06:42:07.000"
"UARD","CHANGE DIAGN","2015/05/29 18:23:15.000"
"UBWD","CHANGE DIAGN","2015/07/04 09:15:33.000"
"UBYD","CHANGE DIAGN","2015/08/10 11:45:44.000"
"UCGE","CHANGE DIAGN","2015/08/22 09:35:07.000"
"UCKD","CHANGE DIAGN","2015/03/28 11:26:10.000"
"UDPD","CHANGE DIAGN","2015/05/14 15:00:15.000"
"UDRD","CHANGE DIAGN","2015/04/30 14:58:10.000"
"UELD","CHANGE DIAGN","2015/05/17 17:08:54.000"
"UEWD","CHANGE DIAGN","2015/06/13 11:56:07.000"
"UEYD","CHANGE DIAGN","2015/06/22 09:50:02.000"
"UFGD","CHANGE DIAGN","2015/02/07 08:03:42.000"
"UFHD","CHANGE DIAGN","2015/03/05 17:53:46.000"
"UFRD","CHANGE DIAGN","2015/05/09 11:01:26.000"
"UGDD","CHANGE DIAGN","2015/02/04 11:59:02.000"
"UGJD","CHANGE DIAGN","2015/03/23 13:57:36.000"
"UHKD","CHANGE DIAGN","2015/03/27 16:25:36.000"
"UHUD","CHANGE DIAGN","2015/06/23 15:47:03.000"
"UIDD","CHANGE DIAGN","2015/02/08 08:02:56.000"
"UIJD","CHANGE DIAGN","2015/03/02 09:59:56.000"
"UIMD","CHANGE DIAGN","2015/03/20 11:58:18.000"
"UIZC","CHANGE DIAGN","2015/01/03 10:45:53.000"
"UJCE","CHANGE DIAGN","2015/07/20 10:33:21.000"
"UJGD","CHANGE DIAGN","2015/02/10 12:16:01.000"
"UJGE","CHANGE DIAGN","2015/11/01 15:16:39.000"
"UJHD","CHANGE DIAGN","2015/02/11 08:53:10.000"
"UJHE","CHANGE DIAGN","2015/09/23 13:23:36.000"
"UJOD","CHANGE DIAGN","2015/04/04 12:18:38.000"
"UJSD","CHANGE DIAGN","2015/05/10 14:27:49.000"
"UJXD","CHANGE DIAGN","2015/07/09 17:15:19.000"
"UJZD","CHANGE DIAGN","2015/07/27 00:47:29.000"
"UKAD","CHANGE DIAGN","2015/01/17 15:31:54.000"
"UKFE","CHANGE DIAGN","2015/08/20 23:28:07.000"
"UKGE","CHANGE DIAGN","2015/09/16 10:48:39.000"
"UKHE","CHANGE DIAGN","2015/10/02 17:59:18.000"
"UKJD","CHANGE DIAGN","2015/03/23 22:05:40.000"
"UKMD","CHANGE DIAGN","2015/03/31 15:48:03.000"
"ULFD","CHANGE DIAGN","2015/02/26 22:55:55.000"
"ULGD","CHANGE DIAGN","2015/03/11 15:14:24.000"
"ULID","CHANGE DIAGN","2015/03/25 20:53:08.000"
"ULJE","CHANGE DIAGN","2015/10/27 11:25:55.000"
"ULZD","CHANGE DIAGN","2015/08/01 10:26:47.000"
"UMNE","CHANGE DIAGN","2015/12/10 11:40:19.000"
"UMQD","CHANGE DIAGN","2015/05/18 15:02:08.000"
"UNPD","CHANGE DIAGN","2015/05/14 15:27:25.000"
"UNRD","CHANGE DIAGN","2015/05/30 10:40:25.000"
